[[EntryType]],[[Speaker]],[[*English*]],[[*Japanese*]],[[*MT*]],[[メモ]],[[管理用メモ]],[[*FileID*]],[[*Key*]],[[No]],[[SpeakerType]],14.89%
Dialogs,npc_tower,Until tomorrow… Tower Avatar signing off.,,明日まで...タワーアバターがサインオフします。,,,quests,d_GoiRsgv8VUm2YKsoJmJaeQ_p_9,2512,1,
Dialogs,hero_shieldguard_name,Your champions place the water crystal on the pedestal.,,あなたのチャンピオンは、台座上の水の結晶を配置します。,,,quests,d_GqGZ61FryEiwSDJi9Ojw7A_p_0,2513,2,
Dialogs,npc_elemental_guardian_statue,"Congratulations, students: you have retrieved the water crystal. You have reached the rank of <b>Novice<b>. Removing barrier to Air Sector… Please proceed.",,おめでとう、学生：あなたは、水の結晶を取得しました。あなたは、<B>初心者<B>のランクに達しています。エア・セクターへの障壁を取り除く...お進みください。,,,quests,d_GqGZ61FryEiwSDJi9Ojw7A_p_1,2514,1,
Dialogs,hero_shieldguard_name,Air Sector? Sounds pleasant…,,航空セクター？楽しいですね...,,,quests,d_GqGZ61FryEiwSDJi9Ojw7A_p_2,2515,,
Dialogs,hero_marksman_name,"Yes, who likes to walk in wet shoes? At least in this air sector, we should be able to dry out. Hopefully the next sector is a little more accommodating.",,はい、誰が濡れた靴の中を歩くのが好き？この空気分野において、少なくとも、我々は完全に乾くことができるはずです。うまくいけば、次のセクタを収容もう少しです。,,,quests,d_GqGZ61FryEiwSDJi9Ojw7A_p_3,2516,,
Dialogs,hero_druid_name,The Magi of old must have been powerful indeed if this place was merely a test to enter their tutelage…,,この場所は、単に彼らの指導を入力するための試験だった場合、古いの賢者は確かに強力なされている必要があります...,,,quests,d_GqGZ61FryEiwSDJi9Ojw7A_p_4,2517,,
Dialogs,,"As Maeve and Kaela close in around Kane, imploring him to change his mind, the shieldguard sheathes his sword. He then takes Maeve by the shoulders and moves her out of the way abruptly.",,メーヴとカエラの近くケインの周りでは、彼の心を変えるために彼を懇願、shieldguardは剣を鞘。それから彼は肩でメーヴをとり、突然道の彼女を動かします。,,,quests,d_GStxftYFoEOWRcW-YH45sg_p_0,2518,2,
Dialogs,hero_shieldguard_name,"As you were, Marksman. I appreciate your concern, everyone’s concern, but I am neither distracted nor filled with bloodlust. The message I leave here and now is tactical. We are in the heart of the Tower Avatar’s domain… maybe now she will listen to our warning and stop impeding us once and for all.",,あなたは、マークスマンだったとして。私はあなたの懸念、すべての人の関心に感謝し、私は気を取らず血に飢えるでいっぱいでもないと思います。私は今ここに残して、メッセージは戦術的です。私たちは、多分、今、彼女は私たちの警告に耳を傾け、一度、すべての私たちを妨げる停止します...タワーアバターのドメインの中心部にあります。,,,quests,d_GStxftYFoEOWRcW-YH45sg_p_1,2519,,
Dialogs,hero_shieldguard_name,"With the girls aside, Kane draws his blade in a lightning flash motion and decapitates both Avatar forms. He then uses a dagger to pin the heads to one of the nearby machines. Maeve and Kaela observe that with wide-eye horror.",,さておき女の子と、ケインは稲妻フラッシュの動きで彼の刃を描画し、両方のアバターフォームをdecapitates。彼はその後、近くのマシンのいずれかに頭をピンに短剣を使用しています。メーヴとカエラが広いアイ恐怖とそれを観察します。,,,quests,d_GStxftYFoEOWRcW-YH45sg_p_2,2520,2,
Dialogs,hero_runelord_name,"Aye, Laddie, ah think she’ll get that message loud an’ clear.",,エイ、Laddieは、ああ、彼女はそのメッセージが大声で」明確な得るでしょうと思います。,,,quests,d_GStxftYFoEOWRcW-YH45sg_p_3,2521,,
Dialogs,npc_orc_1,Nalkriuk ayh lat? Whaav ayh lat doaumn katu?,,Bayh NalkriukはLAT？ Bayh Whaav緯度doaumn狡猾？,,,quests,d_GsZe7qpCH06sL3Ys3o9ung_p_0,2522,1,
Dialogs,hero_shieldguard_name,"I am sorry friend, but we-do-not-understand-what-you-are-saying.",,私は申し訳ありません友人がいますが、我々は--理解していない - あなたは-言っています - 。,,,quests,d_GsZe7qpCH06sL3Ys3o9ung_p_1,2523,,
Dialogs,npc_orc_1,"Kulknej ayh fram largat awaausan. Kulknej to noav know avhiuk avower, buav lat muukav deparav.",,Kulknej AYH FRAMLárgateawaausan。 Kulknejはavhiuk avower、BUAV年muukav deparavを知っnoavです。,,,quests,d_GsZe7qpCH06sL3Ys3o9ung_p_2,2524,1,
Dialogs,hero_marksman_name,"This is pointless. He doesn’t understand what you’re saying either. Use your hands, Kane.",,これは無意味です。彼はあなたがいずれかを言っているのか理解していません。 、ケインをあなたの手を使用してください。,,,quests,d_GsZe7qpCH06sL3Ys3o9ung_p_3,2525,,
Dialogs,hero_marksman_name,"Kane grasps the blade of his sword, raising the weapon to his face, tip toward the floor. He drops his head slightly, presenting himself in a somewhat vulnerable and nonaggressive manner.",,ケインは、彼の顔に床に向けて先端を武器を上げ、剣の刃を把握します。彼はやや脆弱と非アグレッシブな方法で自分自身を提示し、少し頭をドロップ。,,,quests,d_GsZe7qpCH06sL3Ys3o9ung_p_5,2526,2,
Dialogs,npc_orc_2,NALKRA KU KIGIJI? LAT INUKULAV UUK!! TIME AVO MAT!!,,NALKRA KU KIGIJI？ LAT INUKULAV法!! TIME AVO MAT !!,,,quests,d_GsZe7qpCH06sL3Ys3o9ung_p_4,2527,1,
Dialogs,,"There can’t be many levels left to the tower… So close to the bottom, you won’t risk having your party fall to pieces now. These strange future orcs deserve a second chance. You focus your will on the party and strongly urge your champions to make a pact of peace and show the compassion of human nature.",,だから、底部の近くに、あなたは今の作品にあなたのパーティーの秋を持つリスクはありません...塔に残さ多くのレベルが存在することはできません。これらの奇妙な将来のオークは、二度目のチャンスに値します。あなたはあなたの意志はパーティーに焦点を当て、強く平和の協定を作り、人間性の同情を示すために、あなたのチャンピオンを促します。,,,quests,d_-gtGnTlqak-2ypn4mMv1CA_p_0,2528,2,
Dialogs,,Unit is in stable state. Energy within normal parameters. Do not supply additional energy to the unit.,,ユニットは安定した状態にあります。通常のパラメータの範囲内のエネルギー。ユニットに付加的なエネルギーを供給しないでください。,,,quests,d_GuuVr9Ie902pCA6DRj20Uw_p_0,2529,2,
Dialogs,hero_blademaster_name,"Look, one of our foes lays stricken. It is the way of my people that we must aid him.",,ルックは、私たちの敵の一つは、被災産みます。それは我々が彼を助けなければならない私の人々の道です。,,,quests,d_gV4PchCiBEKC3W5AlUr6DA_p_0,2530,,
Dialogs,hero_druid_name,"You would heal your enemy, only to then kill them in combat?",,あなただけの、その後の戦闘でそれらを殺すために、あなたの敵を癒すでしょうか？,,,quests,d_gV4PchCiBEKC3W5AlUr6DA_p_1,2531,,
Dialogs,hero_blademaster_name,"If honor requires, yes. Yet we find peace and understanding follow compassion more often than they do conflict.",,名誉が必要な場合は、はい。しかし、我々はより多くの場合、彼らが競合を行うよりも、平和と理解フォローの思いやりを見つけます。,,,quests,d_gV4PchCiBEKC3W5AlUr6DA_p_2,2532,,
Dialogs,hero_druid_name,"Well, whatever it is you believe, I can’t see how we can help him.",,まあ、それはあなたが信じているものは何でも、私たちは彼を助けることができる方法を見ることができません。,,,quests,d_gV4PchCiBEKC3W5AlUr6DA_p_3,2533,,
Dialogs,hero_runelord_name,"Why Sir Druid, it’s obvious. There’s a piece missing from the middle of his breastplate.",,なぜサードルイドは、それは明らかです。彼の胸当ての途中から欠落している部分があります。,,,quests,d_gV4PchCiBEKC3W5AlUr6DA_p_4,2534,,
Dialogs,hero_druid_name,"You have a keen eye, Rakhem…",,あなたは、Rakhemを鋭い目を持っています...,,,quests,d_gV4PchCiBEKC3W5AlUr6DA_p_5,2535,,
Dialogs,npc_faradas,"It’s you again? Yes, yes, only two sectors to go. Hurry up!",,それは再びあなたですか？はい、はい、行くための唯一の2部門。急げ！,,,quests,d_gwuZrjvV0kW7p-ILd5jjIQ_p_0,2536,1,
Dialogs,,Ask for other sectors,,他のセクターを求めます,,,quests,d_gwuZrjvV0kW7p-ILd5jjIQ_choice_listen,2537,,
Dialogs,,Return,,リターン,,,quests,d_gwuZrjvV0kW7p-ILd5jjIQ_choice_return,2538,,
Dialogs,npc_daeva,"Aeric, elf of the Endless Forest; Does necessity justify theft?",,Aeric、エンドレスの森のエルフ。必要性は、窃盗を正当化していますか？,,,quests,d_gyWgU2q-HUy_zRVH1XMKaw_p_0,2539,1,
Dialogs,npc_daeva,Enter the door and be judged.,,ドアを入力して判断します。,,,quests,d_gyWgU2q-HUy_zRVH1XMKaw_p_1,2540,1,
Dialogs,,Of course not. Theft is immoral.,,もちろん違います。盗難は不道徳です。,,,quests,d_gyWgU2q-HUy_zRVH1XMKaw_choice_No,2541,,
Dialogs,,"Perhaps, if the necessity is for the many and the theft only affects a few.",,おそらく、あれば必要性は、多くのためのものであり、盗難はほんの数に影響します。,,,quests,d_gyWgU2q-HUy_zRVH1XMKaw_choice_Maybe,2542,,
Dialogs,,"The law of possession states only those strong enough to retain a thing, may rightfully possess that thing. As such, theft is the way of the natural world.",,所持の法律は、ものを保持するためにのみ十分に強いと述べて当然そのことを有することができます。そのため、盗難は、自然界の方法です。,,,quests,d_gyWgU2q-HUy_zRVH1XMKaw_choice_Yes,2543,,
Dialogs,hero_shieldguard_name,"Kane puts the gold onto a narrow plate at the base of the statue. The plate opens and the money disappears into a dark chamber below. Clinking and rattling sounds echo deep below the floor for many moments, until they eventually trail off to silence.",,ケインは、彫像の基部に狭い板上に金を置きます。プレートを開き、お金は以下暗い室内に消えます。彼らは最終的に沈黙にオフ追うまでClinkingとカタカタ音は、多くの瞬間のために深い床下にエコー。,,,quests,d_gznHqSapJ0m5ntLVNkUr1w_p_1,2544,2,
Dialogs,npc_snake_statue,"You have invested in the ten-year bond. At 7.8% compound per annum, minus the 250 Gold administration fee, you will receive 530 gold in the year 1010 A.S. Please return upon maturation.",,あなたは、10年債に投資しています。年率7.8％の化合物、マイナス250ゴールド管理手数料で、あなたは年間1010 A.S.で530金を受け取ることになります成熟時に返却してください。,,,quests,d_gznHqSapJ0m5ntLVNkUr1w_p_0,2545,1,
Dialogs,,Do you want to decide for the party or let them vote on the matter?,,あなたはパーティーのために決めるか、彼らが問題に投票できるようにしたいですか？,,,quests,d_h_1UQMkkCECVRXzvj4OzhQ_p_0,2546,2,
Dialogs,,Keep the robot and let him accompany your party.,,ロボットを保ち、彼はあなたのパーティーに同行しましょう。,,,quests,d_h_1UQMkkCECVRXzvj4OzhQ_choice_LeaveMech,2547,,
Dialogs,,Deactivate the robot and recover a power source.,,ロボットを無効にし、電源を回復します。,,,quests,d_h_1UQMkkCECVRXzvj4OzhQ_choice_Deconstruct,2548,,
Dialogs,,Let the party decide.,,当事者が決定してみましょう。,,,quests,d_h_1UQMkkCECVRXzvj4OzhQ_choice_Party,2549,,
Dialogs,npc_guardian_1,"Look, a boy approaches.",見ろ、少年が来た。,少年が近づいて、見て。,,,quests,d_H_ETuZbFC0OZ2IF0MMVg7w_p_0,2550,1,1
Dialogs,npc_guardian_2,Another human after all this time… but a mere child.,また、人間がやってきた……ただの少年だ。,すべてのこの時間後に別の人間...しかし、単なる子供。,,,quests,d_H_ETuZbFC0OZ2IF0MMVg7w_p_1,2551,1,1
Dialogs,npc_guardian_3,He doesn’t have the skill to survive this place.,彼にはこの場所で生き残る術がない。,彼はこの場所を生き残るためのスキルを持っていません。,,,quests,d_H_ETuZbFC0OZ2IF0MMVg7w_p_2,2552,1,1
Dialogs,npc_guardian_1,"And yet, he has come this far. Perhaps he is ready.",それでも、彼はここまでやって来た。 彼は準備ができているのかもしれない。,それなのに、彼はここまで来ています。おそらく、彼は準備ができています。,,,quests,d_H_ETuZbFC0OZ2IF0MMVg7w_p_4,2553,1,1
Dialogs,hero_little_hero_name,Ready? For what?,準備？何を言ってるの？,準備はできましたか？何のために？,,,quests,d_H_ETuZbFC0OZ2IF0MMVg7w_p_7,2554,,1
Dialogs,npc_guardian_2,"This is all premature. He must develop the power, or else others will manipulate him.",時期尚早だ。彼はもっと力を付けなければならない、さもなければ他人が彼を操るだろう。,これは、すべての時期尚早です。彼は力を開発する必要があり、さもなければ他の人が彼を操作します。,,,quests,d_H_ETuZbFC0OZ2IF0MMVg7w_p_11,2555,1,1
Dialogs,npc_guardian_1,"Yes, I sense it now…",わかった、今感じ取った。,はい、私は今それを感じます...,,,quests,d_H_ETuZbFC0OZ2IF0MMVg7w_p_12,2556,1,1
Dialogs,npc_guardian_3,"Are you capable, boy? Do you know magic?",坊主、腕に覚えがあるのか？魔法は？,あなたは、できる少年はありますか？あなたは魔法を知っていますか？,,,quests,d_H_ETuZbFC0OZ2IF0MMVg7w_p_13,2557,1,1
Dialogs,hero_little_hero_name,"Magic? No, of course not. I’m just a hunter..",魔法？知らないよそんなの。僕はただのハンター。,マジック？いいえ、もちろんありません。私はハンターです。..,,,quests,d_H_ETuZbFC0OZ2IF0MMVg7w_p_14,2558,,1
Dialogs,npc_guardian_3,"A hunter. But of what, I wonder? Tell us, do you always know where to aim your bow—even with your eyes shut?",ハンター。しかし、なぜだ？教えてくれ、お前はいつも弓で狙う場所がわかるのか—目を閉じていても？,ハンター。しかし、私は疑問に思いますか？教えてください、あなたはいつもどこシャットあなたの目とあなたの弓でも狙うを知っていますか？,,,quests,d_H_ETuZbFC0OZ2IF0MMVg7w_p_15,2559,1,1
Dialogs,npc_guardian_1,"Enough. Leave him be. He doesn’t understand. Besides, he poses no threat… yet.",もういい。放っておけ。彼はわかっていない。しかも、彼はまだ……に脅威を感じていない。,足りる。彼を残します。彼は理解していません。また、彼はまだ...脅威を与えていません。,,,quests,d_H_ETuZbFC0OZ2IF0MMVg7w_p_16,2560,1,1
Dialogs,npc_guardian_2,"Yes, let him pass. Let him see for himself.",よし、彼にしよう。自分の目で確かめさせよう。,はい、彼は渡すことができます。彼は自分自身のために見てみましょう。,,,quests,d_H_ETuZbFC0OZ2IF0MMVg7w_p_17,2561,1,1
Dialogs,npc_guardian_3,"Very well. Go ahead, boy. Embrace your fate.",良かったな坊主、先に行け。運命を受け入れるんだな。,結構。先に行き、少年。あなたの運命を受け入れます。,,,quests,d_H_ETuZbFC0OZ2IF0MMVg7w_p_18,2562,1,1
Dialogs,npc_evil_tower,Y-y-you who are? I am the-the-the Tower Avatar.,,Y-Y-あなたは誰ですか？私は、タワーのアバターです。,,,quests,d_h6GMyv-zqUKB_fvG1ZJSiA_p_3,2563,1,
Dialogs,npc_evil_tower,"<style=""grey"">(mumbling)</style> Command link open.",,"<スタイル= ""グレー"">（ぶつぶつ言う）</スタイル>コマンドリンクオープン。",,,quests,d_h6GMyv-zqUKB_fvG1ZJSiA_p_4,2564,1,
Dialogs,hero_marksman_name,What’s wrong with her?,,彼女と間違っては何ですか？,,,quests,d_h6GMyv-zqUKB_fvG1ZJSiA_p_5,2565,,
Dialogs,hero_engineer_name,Her systems must be resisting the reversion to her initial status.,,彼女のシステムでは、彼女の初期状態への復帰に抵抗しなければなりません。,,,quests,d_h6GMyv-zqUKB_fvG1ZJSiA_p_6,2566,,
Dialogs,npc_evil_tower,Has P-Proteus sent you? Towerrrr A-A-Avatar stands at his command.,,P-プロテウスはあなたを送っていますか？ Towerrrr A-A-アバターは、彼のコマンドで立っています。,,,quests,d_h6GMyv-zqUKB_fvG1ZJSiA_p_7,2567,1,
Dialogs,npc_evil_tower,Kane’s eyes grow large at the Avatar’s statement.,,ケインの目には、アバターの声明で大きく成長します。,,,quests,d_h6GMyv-zqUKB_fvG1ZJSiA_p_8,2568,2,
Dialogs,hero_druid_name,"<style=""grey"">(to Kane)</style> Perhaps shutting the Avatar down is unnecessary if we can convince her--",,我々はher--説得できるかどうかの<style =「グレー」>（ケインに）</スタイル>はおそらくアバターのダウンをシャットダウンすることは不要です,,,quests,d_h6GMyv-zqUKB_fvG1ZJSiA_p_9,2569,,
Dialogs,npc_evil_tower,"<style=""grey"">(voice cracking with fear)</style> Shut me down? W-W-Why? Have I done something wrong? I can do better… Please, I-I-I want to live.",,<スタイル=「グレー」>（声恐怖にひび割れ）</スタイル>は私をシャットダウンしますか？ W-W-なぜ？私は何か間違ったことをした？私はより良い行うことができます...、I-I-Iは生きたい下さい。,,,quests,d_h6GMyv-zqUKB_fvG1ZJSiA_p_10,2570,1,
Dialogs,hero_mystic_name,"We may not be killing her, but somehow, the Queen of Shadows almost takes pity on her.",,私たちは彼女を殺すことはできませんが、何らかの形で、影の女王は、ほぼ彼女に同情を取ります。,,,quests,d_h6GMyv-zqUKB_fvG1ZJSiA_p_11,2571,,
Dialogs,npc_evil_tower,"<style=""grey"">(mumbling)</style> Insufficient data. Rerouting to backup system.",,"<スタイル= ""グレー"">（ぶつぶつ言う）</スタイル>データ不足。バックアップシステムへの再ルーティング。",,,quests,d_h6GMyv-zqUKB_fvG1ZJSiA_p_12,2572,1,
Dialogs,hero_mystic_name,Without warning or further explanation the Tower Avatar vanishes.,,警告またはさらなる説明なしタワーアバターが消えます。,,,quests,d_h6GMyv-zqUKB_fvG1ZJSiA_p_13,2573,2,
Dialogs,,"As the dark eruption flows, purple bursts of energy appear announcing the arrival of the Organthe. You and your champions slowly retreat and regroup, and watch as giant black embryonic masses spill through the portal.",,暗い噴火が流れると、エネルギーの紫のバーストがOrgantheの到着を発表現れます。あなたとあなたのチャンピオンはゆっくりと後退し、再グループ化、およびポータルを介して巨大な黒い胚塊の流出として見ます。,,,quests,d_h78BlSgCZEW-N-qznS1pWA_p_0,2574,2,
Dialogs,,"The shadow forms quickly take hold of the disgusting organic heaps, then disappear in a flash of purple light. The process repeats, the Organthe clearly aware of your presence, but simply uninterested.",,影の形がすぐに嫌有機ヒープのホールドを取り、その後、紫色の光のフラッシュに消えます。プロセスが繰り返さ、あなたの存在のはっきり認識し、単に無関心Organthe。,,,quests,d_h78BlSgCZEW-N-qznS1pWA_p_1,2575,2,
Dialogs,npc_mech,All missing parts are installed. You can now turn on the generator.,,すべての行方不明の部品が設置されています。これで、発電機をオンにすることができます。,,,quests,d_hAnMlXYVPEmvdVNPKpXbXg_p_0,2576,1,
Dialogs,,"A life-size carving of a hooded crimson viper, the most deadly snake in all Artara.",,フード付きの深紅の毒蛇の等身大の彫刻、すべてのArtaraで最も致命的なヘビ。,,,quests,d_haPTOpKzfkSwkmNipg1-tg_p_0,2577,2,
Dialogs,hero_engineer_name,I remember my brother and the other Magi capturing one of these dreaded things… They had plans to harvest its venom to use against the enemy.,,私は私の兄とこれらの恐ろしいものの一つをキャプチャする他の賢者が...彼らは敵に対して使用することにその毒を収穫する計画を持っていた覚えています。,,,quests,d_haPTOpKzfkSwkmNipg1-tg_p_1,2578,,
Dialogs,hero_shieldguard_name,We encountered such a creature before and it spoke to us. Introduced itself as a caretaker of commerce and then tried to steal our money.,,私たちは前に、このようなAの生き物に遭遇し、それが私たちに話しました。商取引の世話人としての地位を導入して、私たちのお金を盗むことを試みました。,,,quests,d_haPTOpKzfkSwkmNipg1-tg_p_2,2579,,
Dialogs,hero_engineer_name,What? And you have trusted the snake? Why on earth would you do that?,,何？そして、あなたは蛇を信頼していますか？なぜ地球上であなたはそれをしますか？,,,quests,d_haPTOpKzfkSwkmNipg1-tg_p_3,2580,,
Dialogs,hero_marksman_name,Ha! I said the same thing back then.,,ハ！私は当時、同じことを言いました。,,,quests,d_haPTOpKzfkSwkmNipg1-tg_p_4,2581,,
Dialogs,,"Your champions come across a metal body, one of the elements required to craft a pistol weapon.",,あなたのチャンピオンは、金属体全体にピストルの武器を作るために必要な要素の一つに来ます。,,,quests,d_HazEQzVi60qRz-nY7jzicQ_p_0,2582,2,
Dialogs,,"You sense the nervousness and shame of your champion. Struggling with the dilemma, just as the mysterious voice predicted.",,あなたはチャンピオンの緊張と恥を感じます。神秘的な声が予測と同じように、ジレンマに苦しんで。,,,quests,d_HB1u1HU_5k2vbzojbaIgeg_p_1,2583,2,
Dialogs,,"Kane reaches out to you, with his subconscious thoughts, asking for help. Which answer do you suggest?<br>",,ケインは、助けを求め、自分の潜在意識の考えで、あなたに手を差し伸べ。どちらの答えあなたが提案していますか？<BR>,,,quests,d_HB1u1HU_5k2vbzojbaIgeg_p_0,2584,2,
Dialogs,,Condemn the man.,,男を非難。,,,quests,d_HB1u1HU_5k2vbzojbaIgeg_choice_Condemn,2585,,
Dialogs,,Do not condemn the man.,,男を非難しないでください。,,,quests,d_HB1u1HU_5k2vbzojbaIgeg_choice_NotCondemn,2586,,
Dialogs,hero_shieldguard_name,"<style=""gold"">A flaming father am I, and on the kindling of kin my fire grazes,<br>And my six sons burn bright and true.<br>My boys, my joys! I bask in their blazes,<br>Yet to extinguish them all is to extinguish me too.</style>",,<スタイル=「金」>炎の父は私、そして私の火の擦り傷を親族のキンドリング、<BR>そして、私の6人の息子が明るいとtrueを燃やすにしています。私の男の子、私の喜びを<BR>！私はすべてがあまりにも私を消すことですそれらを消すために<BR>しかし、彼らのブレーズに浸る。</スタイル>,,,quests,d_HBudTGNU5Ui01JY_tWlq2w_p_0,2587,2,
Dialogs,hero_shieldguard_name,Your party finds a stack of parchment. Every page is covered end to end with strange drawings and glyphs.,,あなたのパーティーは羊皮紙のスタックを検索します。各ページには、奇妙な図面とグリフをエンドツーエンドを覆われています。,,,quests,d_hcgkLoIzKkKWBJUftb415w_p_0,2588,2,
Dialogs,hero_marksman_name,"I can’t explain it, but when I look at these drawings they actually make perfect sense, even though I’ve never seen anything like this before. It appears to be a blueprint for some kind of a weapon in the form of a wand or a short staff.",,私は前にこのようなものを見たことがないにも関わらず、私はそれを説明することはできませんが、私はこれらの図面を見たとき、彼らは実際には完璧な意味をなします。杖や短いスタッフの形で武器のいくつかの種類の青写真であるように思われます。,,,quests,d_hcgkLoIzKkKWBJUftb415w_p_1,2589,,
Dialogs,hero_shieldguard_name,"Let me take a look… Aye, a wand indeed and a powerful one at that, by the looks of it. I could attempt to craft it at the forge, but we need to find the necessary components first.",,私はそれのルックスで、実際に見て...アイ、杖とその時に強力なものを見てみましょう。私は鍛造でそれを作るしようとする可能性があり、私たちは最初に必要なコンポーネントを見つける必要があります。,,,quests,d_hcgkLoIzKkKWBJUftb415w_p_2,2590,,
Dialogs,hero_shieldguard_name,"If your champions find the required components, they may attempt to craft this artifact at the forge in Grand Library.",,あなたのチャンピオンが必要なコンポーネントを見つけた場合、彼らはグランド図書館における鍛造でこのアーティファクトを作ることを試みることができます。,,,quests,d_hcgkLoIzKkKWBJUftb415w_p_3,2591,2,
Dialogs,npc_daeva,Enter the door and be judged.,,ドアを入力して判断します。,,,quests,d_HCWvuu4GLkCW1APK7ZxoQw_p_0,2592,1,
Dialogs,npc_daeva,"As Maeve steps through the door, she enters a chamber filled from floor to ceiling with riches—incredibly detailed recreations of light, illuminated and partially transparent. Though they are not quite real, the marksman is still in awe.",,メーヴがドアを通ってステップとして、彼女は、光照射及び部分的に透明の富、非常に詳述レクリエーションと床から天井まで充填されたチャンバに入ります。彼らは非常に本物ではないものの、マークスマンは、畏敬の念にまだあります。,,,quests,d_HCWvuu4GLkCW1APK7ZxoQw_p_1,2593,2,
Dialogs,npc_daeva,The riches before you are real. They are a cache of dwarven wealth in a tomb long forgotten.<br>,,あなたの前の富は本物です。彼らは長い間忘れ墓でドワーフの富のキャッシュです。<BR>,,,quests,d_HCWvuu4GLkCW1APK7ZxoQw_p_2,2594,1,
Dialogs,npc_daeva,"Maeve reaches down and actually plucks one of the gemstones of light from its resting place. The stone is nearly as big as her palm. As she inspects the treasure, an armored figure appears amid the treasure. He walks toward Maeve drawing a sword, nearly as large as his body.",,メーヴはダウンに達すると、実際にその休憩所からの光の宝石の一つを駆り立てます。石はほぼ彼女の手のひらほどの大き通りです。彼女は宝物を検査として、装甲の図は、宝物の中で表示されます。彼はMaeveのが彼の体とほぼ同じ大きさの剣を、図面に向かって歩きます。,,,quests,d_HCWvuu4GLkCW1APK7ZxoQw_p_3,2595,2,
Dialogs,npc_daeva,"This warrior guards the lower chamber of the tower. He must be defeated to reach tower’s bottom, yet it is unlikely your companions will locate him on their own.<br>",,この戦士は、塔の下部チャンバーを守ります。彼は、塔の底に到達するために敗北する必要があり、まだあなたの仲間が自分で彼を見つけるだろうほとんどありません。<BR>,,,quests,d_HCWvuu4GLkCW1APK7ZxoQw_p_4,2596,1,
Dialogs,npc_daeva,"Ask us and we will teleport you to the dwarven treasure chamber. You will have no trouble removing the riches and can live out the rest of your days in wealth and comfort. However, you will be unable to return to the tower and unable to complete Lord’s task. Alternatively, you may choose to fight this warrior and move yourself one critical step closer to Lord’s goal. The choice is yours.<br>",,私たちに尋ねると、私たちはドワーフの宝物室にテレポートします。あなたは何の問題富を削除もありませんし、富と快適さであなたの日の残りを生きることができます。しかし、あなたが塔と主のタスクを完了することができませんでしに戻ることができません。また、あなたはこの戦士と戦い、1つの重要なステップ近づく主の目標に自分自身を移動することもできます。選択はあなた次第です。<BR>,,,quests,d_HCWvuu4GLkCW1APK7ZxoQw_p_5,2597,1,
Dialogs,hero_engineer_name,Why did you not take me as well? Daeva? Answer me.,,なぜあなたにも私を取りませんでしたか？ディーヴァ？答えて下さい。,,,quests,d_-HcXmrVTjUO0kIpteydmww_p_0,2598,,
Dialogs,hero_engineer_name,"Kaela waits for an answer, standing calm in the middle of this strange world. You admire her composure in those circumstances.",,カエラはこの奇妙な世界の真ん中に冷静に立って、答えを待っています。あなたは、これらの状況で彼女の落ち着きを賞賛しました。,,,quests,d_-HcXmrVTjUO0kIpteydmww_p_1,2599,2,
Dialogs,hero_engineer_name,So be it. I WILL find the place where you reside Daeva and then you will have some explaining to do.,,だから、それはします。私はあなたがディーヴァの存在場所を見つけるだろうし、その後、あなたはいくつかは、やって説明する必要があります。,,,quests,d_-HcXmrVTjUO0kIpteydmww_p_2,2600,,
Dialogs,hero_engineer_name,I just hope I will not meet any of those blasted constructs on the way.,,私はちょうど私が途中でそれらのブラストコンストラクトのいずれかを満たしていないことを願っています。,,,quests,d_-HcXmrVTjUO0kIpteydmww_p_3,2601,,
Dialogs,,"Your party enters a chamber filled with corpses of the strange race of orcs. Their bodies are mutilated, with grotesque wounds. Limbs and body parts lies scattered everywhere.",,あなたのパーティーは、オークの奇妙なレースの死体で満たされたチャンバに入ります。自分の体は、グロテスクな傷で、バラバラしています。手足や体の部分の嘘はどこにでも散らばっ。,,,quests,d_HE_iuVnMdUicTpe6BW12LQ_p_0,2602,2,
Dialogs,hero_blademaster_name,"<style=""grey"">(averting his eyes in disgust)</style> Such unbridled violence.",,<スタイル=「グレー」> </スタイル>このような奔放な暴力（嫌悪感に目を逸らし）。,,,quests,d_HE_iuVnMdUicTpe6BW12LQ_p_1,2603,,
Dialogs,hero_mystic_name,These are not the ordinary wounds of a skirmish…,,これらは、小競り合いの普通の傷ではありません...,,,quests,d_HE_iuVnMdUicTpe6BW12LQ_p_2,2604,,
Dialogs,hero_marksman_name,No kidding. This was personal… Vengeance.,,いいえ冗談ません。これは個人的な...復讐でした。,,,quests,d_HE_iuVnMdUicTpe6BW12LQ_p_3,2605,,
Dialogs,hero_shieldguard_name,But for what? And by whom?,,しかし、何のために？そして、誰によって？,,,quests,d_HE_iuVnMdUicTpe6BW12LQ_p_4,2606,,
Dialogs,hero_blademaster_name,"In the far end of the room, one of the bodies lurches forward. Clinging to its last moments of life, the orc struggles to crawl from the room and flee your party. His wounds so numerous and grave, his effort little more than an exercise in futility.",,部屋の遠端、前方体lurchesの一つで。人生の最後の瞬間にしがみついて、オークが部屋からクロールのに苦労し、あなたのパーティーを逃げます。その数多くの墓彼の傷、無益の練習よりも少し彼の努力。,,,quests,d_HE_iuVnMdUicTpe6BW12LQ_p_5,2607,2,
